[file_runner.Program] [thread-1] [2022-02-02 11:18:55.029]  已接收到主进程id：20340
[file_runner.service.Server] [thread-9] [2022-02-02 18:20:01.584]  收到请求：{"reqId":35,"action":"search","data":"{\"title\":\"222\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-9] [2022-02-02 18:20:01.589]  返回结果：{ reqId=35, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-11] [2022-02-02 18:20:05.302]  收到请求：{"reqId":36,"action":"search","data":"{\"title\":\"\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-11] [2022-02-02 18:20:05.304]  返回结果：{ reqId=36, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-11] [2022-02-02 18:20:09.637]  收到请求：{"reqId":37,"action":"search","data":"{\"title\":\"\",\"cont\":\"\",\"both\":\"222\"}"}
[file_runner.service.Server] [thread-11] [2022-02-02 18:20:09.639]  返回结果：{ reqId=37, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-9] [2022-02-02 18:20:12.434]  收到请求：{"reqId":38,"action":"search","data":"{\"title\":\"\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-9] [2022-02-02 18:20:12.436]  返回结果：{ reqId=38, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-11] [2022-02-02 18:20:14.231]  收到请求：{"reqId":39,"action":"search","data":"{\"title\":\"\",\"cont\":\"222\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-11] [2022-02-02 18:20:14.233]  返回结果：{ reqId=39, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-10] [2022-02-02 18:20:59.485]  收到请求：{"reqId":40,"action":"search","data":"{\"title\":\"\",\"cont\":\"222\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-10] [2022-02-02 18:20:59.489]  返回结果：{ reqId=40, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-6] [2022-02-02 18:21:01.870]  收到请求：{"reqId":41,"action":"search","data":"{\"title\":\"\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-6] [2022-02-02 18:21:01.872]  返回结果：{ reqId=41, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-10] [2022-02-02 18:21:05.525]  收到请求：{"reqId":42,"action":"search","data":"{\"title\":\"gant\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-10] [2022-02-02 18:21:05.528]  返回结果：{ reqId=42, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-6] [2022-02-02 18:21:26.669]  收到请求：{"reqId":43,"action":"search","data":"{\"title\":\"gant\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-6] [2022-02-02 18:21:26.674]  返回结果：{ reqId=43, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-5] [2022-02-02 18:21:59.210]  收到请求：{"reqId":44,"action":"search","data":"{\"title\":\"gant\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-5] [2022-02-02 18:21:59.214]  返回结果：{ reqId=44, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:00.930]  收到请求：{"reqId":45,"action":"search","data":"{\"title\":\"\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:00.932]  返回结果：{ reqId=45, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:02.488]  收到请求：{"reqId":46,"action":"search","data":"{\"title\":\" \",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:02.490]  返回结果：{ reqId=46, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:03.413]  收到请求：{"reqId":47,"action":"search","data":"{\"title\":\"积分\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:03.416]  返回结果：{ reqId=47, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:06.064]  收到请求：{"reqId":48,"action":"search","data":"{\"title\":\"\",\"cont\":\"\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:06.066]  返回结果：{ reqId=48, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:08.105]  收到请求：{"reqId":49,"action":"search","data":"{\"title\":\"\",\"cont\":\" \",\"both\":\"\"}"}
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:08.107]  返回结果：{ reqId=49, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:08.795]  收到请求：{"reqId":50,"action":"search","data":"{\"title\":\"\",\"cont\":\"积分\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:08.798]  返回结果：{ reqId=50, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:23.071]  收到请求：{"reqId":51,"action":"search","data":"{\"title\":\"\",\"cont\":\"积分\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:23.075]  返回结果：{ reqId=51, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:25.844]  收到请求：{"reqId":52,"action":"search","data":"{\"title\":\"\",\"cont\":\"积分\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-5] [2022-02-02 18:22:25.850]  返回结果：{ reqId=52, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:36.340]  收到请求：{"reqId":53,"action":"search","data":"{\"title\":\"\",\"cont\":\"积分\",\"both\":\"\"}"}
[file_runner.service.Server] [thread-4] [2022-02-02 18:22:36.346]  返回结果：{ reqId=53, succ=True, msg=, data=System.Collections.Generic.List`1[file_runner.service.SearchHandler+SearchResultItem] }
[file_runner.service.Server] [thread-34] [2022-02-02 18:23:40.421]  收到请求：{"reqId":54,"action":"shot","data":"{\"left\":0,\"top\":163,\"width\":1903,\"height\":860,\"fileName\":\"0_0.jpg\"}"}
[file_runner.service.Server] [thread-34] [2022-02-02 18:23:40.485]  返回结果：{ reqId=54, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:40.546]  收到请求：{"reqId":55,"action":"shot","data":"{\"left\":0,\"top\":163,\"width\":1903,\"height\":860,\"fileName\":\"0_1.jpg\"}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:40.589]  返回结果：{ reqId=55, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:40.642]  收到请求：{"reqId":56,"action":"shot","data":"{\"left\":0,\"top\":163,\"width\":1903,\"height\":860,\"fileName\":\"1_0.jpg\"}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:40.691]  返回结果：{ reqId=56, succ=True, msg=, data= }
[file_runner.service.Server] [thread-34] [2022-02-02 18:23:40.754]  收到请求：{"reqId":57,"action":"shot","data":"{\"left\":0,\"top\":163,\"width\":1903,\"height\":860,\"fileName\":\"1_1.jpg\"}"}
[file_runner.service.Server] [thread-34] [2022-02-02 18:23:40.812]  返回结果：{ reqId=57, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:40.863]  收到请求：{"reqId":58,"action":"shot","data":"{\"left\":0,\"top\":163,\"width\":1903,\"height\":860,\"fileName\":\"2_0.jpg\"}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:40.915]  返回结果：{ reqId=58, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:40.968]  收到请求：{"reqId":59,"action":"shot","data":"{\"left\":0,\"top\":163,\"width\":1903,\"height\":860,\"fileName\":\"2_1.jpg\"}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:41.027]  返回结果：{ reqId=59, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:41.029]  收到请求：{"reqId":60,"action":"shotCombine","data":"{\"itemWidth\":1903,\"itemHeight\":860,\"resultFullPath\":\"C:\\\\Users\\\\Administrator\\\\Desktop\\\\111.doc\",\"lines\":[[{\"picName\":\"0_0.jpg\",\"cutLeft\":0,\"cutTop\":0},{\"picName\":\"0_1.jpg\",\"cutLeft\":1814,\"cutTop\":0}],[{\"picName\":\"1_0.jpg\",\"cutLeft\":0,\"cutTop\":0},{\"picName\":\"1_1.jpg\",\"cutLeft\":1814,\"cutTop\":0}],[{\"picName\":\"2_0.jpg\",\"cutLeft\":0,\"cutTop\":35},{\"picName\":\"2_1.jpg\",\"cutLeft\":1814,\"cutTop\":35}]],\"maxW\":1972,\"maxH\":2535}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:23:55.395]  返回结果：{ reqId=60, succ=True, msg=, data=System.Collections.Hashtable }
[file_runner.service.Server] [thread-34] [2022-02-02 18:23:55.398]  收到请求：{"reqId":61,"action":"notify","data":"{\"pic\":\"D:\\\\ws\\\\web\\\\gmap-ui\\\\main\\\\imgs\\\\succ.png\",\"title\":\"已导出word文档\",\"body\":\"文档已保存在: \\r\\nC:\\\\Users\\\\Administrator\\\\Desktop\\\\111.doc\"}"}
[file_runner.service.Server] [thread-34] [2022-02-02 18:23:55.403]  返回结果：{ reqId=61, succ=True, msg=, data= }
[file_runner.service.Server] [thread-37] [2022-02-02 18:24:12.739]  收到请求：{"reqId":62,"action":"cppath","data":"{\"url\":\"cppath://d:\\\\down\"}"}
[file_runner.service.Server] [thread-37] [2022-02-02 18:24:12.865]  返回结果：{ reqId=62, succ=True, msg=, data=System.Collections.Hashtable }
[file_runner.service.Server] [thread-34] [2022-02-02 18:24:12.866]  收到请求：{"reqId":63,"action":"notify","data":"{\"pic\":\"D:\\\\ws\\\\web\\\\gmap-ui\\\\main\\\\imgs\\\\succ.png\",\"title\":\"内容已复制\",\"body\":\"d:\\\\down\"}"}
[file_runner.service.Server] [thread-34] [2022-02-02 18:24:12.868]  返回结果：{ reqId=63, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:24:14.025]  收到请求：{"reqId":64,"action":"cppath","data":"{\"url\":\"cppath://d:\\\\down\"}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:24:14.035]  返回结果：{ reqId=64, succ=True, msg=, data=System.Collections.Hashtable }
[file_runner.service.Server] [thread-38] [2022-02-02 18:24:14.037]  收到请求：{"reqId":65,"action":"notify","data":"{\"pic\":\"D:\\\\ws\\\\web\\\\gmap-ui\\\\main\\\\imgs\\\\succ.png\",\"title\":\"内容已复制\",\"body\":\"d:\\\\down\"}"}
[file_runner.service.Server] [thread-38] [2022-02-02 18:24:14.038]  返回结果：{ reqId=65, succ=True, msg=, data= }
[file_runner.service.Server] [thread-37] [2022-02-02 18:24:14.651]  收到请求：{"reqId":66,"action":"cppath","data":"{\"url\":\"cppath://d:\\\\down\"}"}
[file_runner.service.Server] [thread-37] [2022-02-02 18:24:14.664]  返回结果：{ reqId=66, succ=True, msg=, data=System.Collections.Hashtable }
[file_runner.service.Server] [thread-34] [2022-02-02 18:24:14.665]  收到请求：{"reqId":67,"action":"notify","data":"{\"pic\":\"D:\\\\ws\\\\web\\\\gmap-ui\\\\main\\\\imgs\\\\succ.png\",\"title\":\"内容已复制\",\"body\":\"d:\\\\down\"}"}
[file_runner.service.Server] [thread-34] [2022-02-02 18:24:14.666]  返回结果：{ reqId=67, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:24:15.153]  收到请求：{"reqId":68,"action":"cppath","data":"{\"url\":\"cppath://d:\\\\down\"}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:24:15.162]  返回结果：{ reqId=68, succ=True, msg=, data=System.Collections.Hashtable }
[file_runner.service.Server] [thread-38] [2022-02-02 18:24:15.164]  收到请求：{"reqId":69,"action":"notify","data":"{\"pic\":\"D:\\\\ws\\\\web\\\\gmap-ui\\\\main\\\\imgs\\\\succ.png\",\"title\":\"内容已复制\",\"body\":\"d:\\\\down\"}"}
[file_runner.service.Server] [thread-38] [2022-02-02 18:24:15.165]  返回结果：{ reqId=69, succ=True, msg=, data= }
[file_runner.service.Server] [thread-37] [2022-02-02 18:24:15.688]  收到请求：{"reqId":70,"action":"cppath","data":"{\"url\":\"cppath://d:\\\\down\"}"}
[file_runner.service.Server] [thread-37] [2022-02-02 18:24:15.699]  返回结果：{ reqId=70, succ=True, msg=, data=System.Collections.Hashtable }
[file_runner.service.Server] [thread-34] [2022-02-02 18:24:15.701]  收到请求：{"reqId":71,"action":"notify","data":"{\"pic\":\"D:\\\\ws\\\\web\\\\gmap-ui\\\\main\\\\imgs\\\\succ.png\",\"title\":\"内容已复制\",\"body\":\"d:\\\\down\"}"}
[file_runner.service.Server] [thread-34] [2022-02-02 18:24:15.701]  返回结果：{ reqId=71, succ=True, msg=, data= }
[file_runner.service.Server] [thread-36] [2022-02-02 18:24:16.201]  收到请求：{"reqId":72,"action":"cppath","data":"{\"url\":\"cppath://d:\\\\down\"}"}
[file_runner.service.Server] [thread-36] [2022-02-02 18:24:16.202]  返回结果：{ reqId=72, succ=True, msg=, data=System.Collections.Hashtable }
